,Timestamp,Train ID,Scheduled,Actual time,Delay,Station,Dep/Arr,Category,Delay at Dep.,Trip time,Sched. trip time,12h Coldest Arrival,12h Rain max Arrival,12h Rain total Arrival,12h Snow depth Arrival,12h Coldest Dep,12h Rain max Dep,12h Rain total Dep,12h Snow depth Dep
0,2016-12-01 16:38:23,86,16:33:00,16:38:23,323,HKI,ARRIVAL,Long-distance,8,03:31:41,03:32:00,-0.7,0.0,0.0,0.0,-10.8,0.0,0.0,7.0
1,2016-12-01 08:52:19,140,08:52:00,08:52:19,19,HKI,ARRIVAL,Long-distance,10,03:32:09,03:32:00,-0.7,0.0,0.0,0.0,-2.6,0.0,0.0,8.0
2,2016-12-01 11:54:53,142,11:52:00,11:54:53,173,HKI,ARRIVAL,Long-distance,77,03:40:36,03:39:00,-0.7,0.0,0.0,0.0,-4.4,0.0,0.0,8.0
3,2016-12-01 14:57:31,144,14:52:00,14:57:31,331,HKI,ARRIVAL,Long-distance,4,03:44:27,03:39:00,-0.7,0.0,0.0,0.0,-7.5,0.0,0.0,7.0
4,2016-12-01 17:55:24,146,17:52:00,17:55:24,204,HKI,ARRIVAL,Long-distance,-17,03:23:15,03:18:00,-0.8,0.0,0.0,0.0,-11.1,0.0,0.0,7.0
5,2016-12-01 20:55:22,148,20:52:00,20:55:22,202,HKI,ARRIVAL,Long-distance,218,03:38:41,03:35:00,-1.4,0.0,0.0,0.0,-11.1,0.1,0.1,7.0
6,2016-12-01 07:51:36,150,07:52:00,07:51:36,-24,HKI,ARRIVAL,Long-distance,-5,03:31:44,03:32:00,-0.7,0.0,0.0,0.0,-2.6,0.0,0.0,8.0
7,2016-12-02 16:38:53,86,16:33:00,16:38:53,353,HKI,ARRIVAL,Long-distance,0,03:39:10,03:32:00,-3.7,0.0,0.0,0.0,-4.3,0.0,0.0,7.0
8,2016-12-02 19:37:16,88,19:33:00,19:37:16,256,HKI,ARRIVAL,Long-distance,2,03:32:10,03:32:00,-3.5,0.0,0.0,0.0,-4.3,0.1,0.2,7.0
9,2016-12-02 08:52:10,140,08:52:00,08:52:10,10,HKI,ARRIVAL,Long-distance,0,03:37:48,03:39:00,-4.6,0.0,0.0,0.0,-6.3,0.0,0.0,7.0
10,2016-12-02 11:52:10,142,11:52:00,11:52:10,10,HKI,ARRIVAL,Long-distance,82,03:43:36,03:39:00,-4.6,0.0,0.0,0.0,-5.7,0.0,0.0,7.0
11,2016-12-02 14:56:58,144,14:52:00,14:56:58,298,HKI,ARRIVAL,Long-distance,22,03:23:53,03:18:00,-4.5,0.0,0.0,0.0,-4.7,0.0,0.0,7.0
12,2016-12-02 18:05:00,146,17:52:00,18:05:00,780,HKI,ARRIVAL,Long-distance,-13,03:48:13,03:35:00,-3.5,0.0,0.0,0.0,-4.3,0.1,0.1,7.0
13,2016-12-02 21:12:19,148,20:52:00,21:12:19,1219,HKI,ARRIVAL,Long-distance,-30,03:24:14,03:20:00,-2.6,0.0,0.0,0.0,-4.3,0.1,0.2,10.0
14,2016-12-02 07:59:10,150,07:52:00,07:59:10,430,HKI,ARRIVAL,Long-distance,0,03:52:49,03:32:00,-4.6,0.0,0.0,0.0,-7.0,0.0,0.0,7.0
15,2016-12-03 16:33:04,84,16:33:00,16:33:04,4,HKI,ARRIVAL,Long-distance,-9,03:31:47,03:32:00,-5.4,0.0,0.0,0.0,-11.0,0.0,0.0,12.0
16,2016-12-03 08:57:08,140,08:52:00,08:57:08,308,HKI,ARRIVAL,Long-distance,197,03:33:51,03:32:00,-3.0,0.0,0.0,0.0,-8.2,0.0,0.0,12.0
17,2016-12-03 11:52:07,142,11:52:00,11:52:07,7,HKI,ARRIVAL,Long-distance,9,03:38:58,03:39:00,-3.1,0.0,0.0,0.0,-9.5,0.0,0.0,12.0
18,2016-12-03 14:52:48,144,14:52:00,14:52:48,48,HKI,ARRIVAL,Long-distance,-6,03:39:54,03:39:00,-4.4,0.0,0.0,0.0,-11.0,0.0,0.0,12.0
19,2016-12-03 17:55:51,146,17:52:00,17:55:51,231,HKI,ARRIVAL,Long-distance,734,03:18:13,03:18:00,-5.8,0.0,0.0,0.0,-11.0,0.0,0.0,12.0
20,2016-12-03 21:26:26,148,20:52:00,21:26:26,2066,HKI,ARRIVAL,Long-distance,12,03:26:37,03:35:00,-7.0,0.0,0.0,0.0,-11.0,0.0,0.0,11.0
21,2016-12-03 07:52:39,150,07:52:00,07:52:39,39,HKI,ARRIVAL,Long-distance,52,04:06:14,03:32:00,-3.0,0.0,0.0,0.0,-7.1,0.0,0.0,12.0
22,2016-12-04 16:44:00,86,16:33:00,16:44:00,660,HKI,ARRIVAL,Long-distance,-1,03:43:49,03:32:00,-9.2,0.0,0.0,0.0,-18.0,1.6,2.9000000000000004,14.0
23,2016-12-04 19:36:26,88,19:33:00,19:36:26,206,HKI,ARRIVAL,Long-distance,0,03:42:13,03:39:00,-9.2,0.2,0.4,0.0,-18.0,1.6,5.1000000000000005,16.0
24,2016-12-04 09:05:27,140,08:52:00,09:05:27,807,HKI,ARRIVAL,Long-distance,98,03:38:51,03:39:00,-9.2,0.0,0.0,0.0,-18.0,0.0,0.0,11.0
25,2016-12-04 11:55:11,142,11:52:00,11:55:11,191,HKI,ARRIVAL,Long-distance,-2,03:29:01,03:18:00,-9.2,0.0,0.0,0.0,-18.0,0.0,0.0,11.0
26,2016-12-04 14:52:21,144,14:52:00,14:52:21,21,HKI,ARRIVAL,Long-distance,30,03:41:32,03:35:00,-9.2,0.0,0.0,0.0,-18.0,0.0,0.0,11.0
27,2016-12-04 17:58:40,146,17:52:00,17:58:40,400,HKI,ARRIVAL,Long-distance,8,03:23:26,03:20:00,-9.2,0.2,0.2,0.0,-18.0,1.6,3.9000000000000004,15.0
28,2016-12-04 21:02:18,148,20:52:00,21:02:18,618,HKI,ARRIVAL,Long-distance,-22,03:42:40,03:32:00,-7.4,0.2,0.4,0.0,-16.3,1.6,5.4,16.0
